,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,5 Round 5 keznit Melser Round 8 keznit Mazino Round 10 Dantedeu5 Shyy Round 16 Shyy Melser Round 18 Shyy Melser,1 Round 4 Shyy Dantedeu5 keznit,1 Round 12 Mazino Dantedeu5 keznit Melser,,1 Round 16 Melser,,,,,99,2,2
eeiu 100T,,1 Round 11 Dantedeu5 Melser,1 Round 3 Dantedeu5 Mazino keznit,,,,,,,,36,0,0
Cryocells 100T,,3 Round 9 Dantedeu5 Melser Round 13 Shyy keznit Round 14 Mazino Shyy,,,,,,,,,31,0,0
zander 100T,,3 Round 5 Mazino Shyy Round 7 Dantedeu5 Melser Round 8 Dantedeu5 Melser,2 Round 9 Shyy keznit Mazino Round 18 Dantedeu5 keznit Mazino,,,,,,,,84,0,0
Kess 100T,,3 Round 3 Melser Shyy Round 13 Dantedeu5 Melser Round 14 keznit Dantedeu5,,,,,,,,,42,7,0
Melser KRÜ,,2 Round 1 Asuna zander Round 2 Asuna zander,1 Round 16 Kess Cryocells zander,,,,,,,,55,2,1
keznit KRÜ,,1 Round 17 Asuna Kess,1 Round 2 Cryocells eeiu Kess,,,,,,,,36,0,0
Mazino KRÜ,,1 Round 10 Kess eeiu,,,,,,,,,39,0,0
Shyy KRÜ,,1 Round 6 Cryocells zander,,,,,,,,,45,1,0
Dantedeu5 KRÜ,,2 Round 6 Asuna eeiu Round 13 zander Asuna,1 Round 1 Cryocells eeiu Kess,,,,,,,,44,0,0
